Sheet,Category,Segment,Description,Data Dictionary Naming
Education,Alumni by School,Penn State,Alumni who attended Penn State,ALUMNI_PENNSTATE
Education,Alumni by School,Penn University,Alumni who attended Penn University,ALUMNI_UNIV_PENNSYLVANIA
Education,Alumni by School,Portland State University,Alumni who attended Portland State University,ALUMNI_PORTLAND_STATE_UNIV
Education,Alumni by School,Purdue University,Alumni who attended Purdue University,ALUMNI_PURDUE_UNIV
Education,Alumni by School,Rochester Technical College,Alumni who attended Rochester Technical College,ALUMNI_ROCHESTER_TECH
Education,Alumni by School,Rutgers University,Alumni who attended Rutgers University,ALUMNI_RUTGERS_UNIV
Education,Alumni by School,Saint Cloud State University,Alumni who attended Saint Cloud State University,ALUMNI_SAINT_CLOUD_STATE_UNIV
Education,Alumni by School,Sam Houston State University,Alumni who attended Sam Houston State University,ALUMNI_SAMHOUSTON_STATE_UNIV
Education,Alumni by School,San Diego State University,Alumni who attended San Diego State University,ALUMNI_SANDIEGO_STATE_UNIV
Education,Alumni by School,San Francisco State University,Alumni who attended San Francisco State University,ALUMNI_SANFRANCISCO_STATE_UNIV
Education,Alumni by School,San Jose State University,Alumni who attended San Jose State University,ALUMNI_SANJOSE_STATE_UNIV
Education,Alumni by School,Southern Illinois University,Alumni who attended Southern Illinois University,ALUMNI_SOUTHERN_ILLINOIS_UNIV
Education,Alumni by School,Southern New Hampshire University,Alumni who attended Southern New Hampshire University,ALUMNI_SOUTHERN_NEWHAMPSHIRE_UNIV
Education,Alumni by School,St. John's University,Alumni who attended St. John's University,ALUMNI_STJOHNS_UNIV
Education,Alumni by School,Stanford University,Alumni who attended Stanford University,ALUMNI_STANFORD_UNIV
Education,Alumni by School,Stony Brook University,Alumni who attended Stony Brook University,ALUMNI_STONYBROOK_UNIV
Education,Alumni by School,Strayer University,Alumni who attended Strayer University,ALUMNI_STRAYER_UNIV
Education,Alumni by School,Syracuse University,Alumni who attended Syracuse University,ALUMNI_SYRACUSE_UNIV
Education,Alumni by School,Temple University,Alumni who attended Temple University,ALUMNI_TEMPLE_UNIV
Education,Alumni by School,Tennessee State University,Alumni who attended Tennessee State University,ALUMNI_KENNESSEE_STATE_UNIV
Education,Alumni by School,Texas A&M University,Alumni who attended Texas A&M University,ALUMNI_TEXAS_AM
Education,Alumni by School,Texas State University,Alumni who attended Texas State University,ALUMNI_TEXAS_STATE_UNIV
Education,Alumni by School,Texas Tech University,Alumni who attended Texas Tech University,ALUMNI_TEXAS_TECH_UNIV
Education,Alumni by School,The Art Institute,Alumni who attended The Art Institute,ALUMNI_THE_ART_INSTITUTE
Education,Alumni by School,Towson University,Alumni who attended Towson University,ALUMNI_TOWSON_UNIV
Education,Alumni by School,Tulane University,Alumni who attended Tulane University,ALUMNI_TULANE_UNIV
Education,Alumni by School,UCLA,Alumni who attended UCLA,ALUMNI_UCAL_LA
Education,Alumni by School,UMASS - Amherst,Alumni who attended UMASS - Amherst,ALUMNI_UMASS_AMHERST
Education,Alumni by School,University of Alabama,Alumni who attended University of Alabama,ALUMNI_UNIV_ALABAMA
Education,Alumni by School,University of Alabama - Birmingham,Alumni who attended University of Alabama - Birmingham,ALUMNI_ALABAMA_BIRMINGHAM
Education,Alumni by School,University of Albany,Alumni who attended University of Albany,ALUMNI_UNIV_ALBANY
Education,Alumni by School,University of Arizona,Alumni who attended University of Arizona,ALUMNI_UNIV_ARIZONA
Education,Alumni by School,University of Arkansas,Alumni who attended University of Arkansas,ALUMNI_UNIV_ARKANSAS
Education,Alumni by School,University of Buffalo,Alumni who attended University of Buffalo,ALUMNI_UNIV_BUFFALO
Education,Alumni by School,University of California - Berkeley,Alumni who attended University of California - Berkeley,ALUMNI_UCAL_BERKELEY
Education,Alumni by School,University of California - Davis,Alumni who attended University of California - Davis,ALUMNI_UCAL_DAVIS
Education,Alumni by School,University of California - Irvine,Alumni who attended University of California - Irvine,ALUMNI_UCAL_IRVINE
Education,Alumni by School,University of California - San Diego,Alumni who attended University of California - San Diego,ALUMNI_UCAL_SANDIEGO
Education,Alumni by School,University of California - Santa Barbara,Alumni who attended University of California - Santa Barbara,ALUMNI_UCAL_SANTABARBARA
Education,Alumni by School,University of Central Florida,Alumni who attended University of Central Florida,ALUMNI_UNIV_CENTRAL_FL
Education,Alumni by School,University of Chicago,Alumni who attended University of Chicago,ALUMNI_UNIV_CHICAGO
Education,Alumni by School,University of Cincinnati,Alumni who attended University of Cincinnati,ALUMNI_UNIV_CINCINNATI
Education,Alumni by School,University of Colorado,Alumni who attended University of Colorado,ALUMNI_UNIV_COLORADO
Education,Alumni by School,University of Colorado - Denver,Alumni who attended University of Colorado - Denver,ALUMNI_UNIV_COLORADO_DENVER
Education,Alumni by School,University of Connecticut,Alumni who attended University of Connecticut,ALUMNI_UNIV_CONNECTICUT
Education,Alumni by School,University of Dayton,Alumni who attended University of Dayton,ALUMNI_UNIV_DAYTON
Education,Alumni by School,University of Delaware,Alumni who attended University of Delaware,ALUMNI_UNIV_DELAWARE
Education,Alumni by School,University of Denver,Alumni who attended University of Denver,ALUMNI_UNIV_DENVER
Education,Alumni by School,University of Florida,Alumni who attended University of Florida,ALUMNI_UNIV_FLORIDA
Education,Alumni by School,University of Georgia,Alumni who attended University of Georgia,ALUMNI_UNIV_GEORGIA
Education,Alumni by School,University of Hawaii,Alumni who attended University of Hawaii,ALUMNI_UNIV_HAWAII
Education,Alumni by School,University of Illinois,Alumni who attended University of Illinois,ALUMNI_UNIV_ILLINOIS
Education,Alumni by School,University of Illinois - Chicago,Alumni who attended University of Illinois - Chicago,ALUMNI_UNIV_ILLINOIS_CHICAGO
Education,Alumni by School,University of Iowa,Alumni who attended University of Iowa,ALUMNI_UNIV_IOWA
Education,Alumni by School,University of Kansas,Alumni who attended University of Kansas,ALUMNI_UNIV_KANSAS
Education,Alumni by School,University of Kentucky,Alumni who attended University of Kentucky,ALUMNI_UNIV_KENTUCKY
Education,Alumni by School,University of Louisville,Alumni who attended University of Louisville,ALUMNI_UNIV_LOUISVILLE
Education,Alumni by School,University of Maryland,Alumni who attended University of Maryland,ALUMNI_UNIV_MARYLAND
Education,Alumni by School,University of Memphis,Alumni who attended University of Memphis,ALUMNI_UNIV_MEMPHIS
Education,Alumni by School,University of Miami,Alumni who attended University of Miami,ALUMNI_UNIV_MIAMI
Education,Alumni by School,University of Michigain,Alumni who attended University of Michigain,ALUMNI_UNIV_MICHIGAN
Education,Alumni by School,University of Minnesota,Alumni who attended University of Minnesota,ALUMNI_UNIV_MINNESOTA
Education,Alumni by School,University of Missouri,Alumni who attended University of Missouri,ALUMNI_UNIV_MISSOURI
Education,Alumni by School,University of Nebraska - Lincoln,Alumni who attended University of Nebraska - Lincoln,ALUMNI_UNIV_NEBRASKA_LINCOLN
Education,Alumni by School,University of Nevada - Las Vegas,Alumni who attended University of Nevada - Las Vegas,ALUMNI_UNIV_NEVADA_LV
Education,Alumni by School,University of New Hampshire,Alumni who attended University of New Hampshire,ALUMNI_UNIV_NEW_HAMPSHIRE
Education,Alumni by School,University of New Mexico,Alumni who attended University of New Mexico,ALUMNI_UNIV_NEW_MEXICO
Education,Alumni by School,University of North Carolina - Chapel Hill,Alumni who attended University of North Carolina - Chapel Hill,ALUMNI_UNC_CHAPELHILL
Education,Alumni by School,University of North Carolina - Charlotte,Alumni who attended University of North Carolina - Charlotte,ALUMNI_UNC_CHARLOTTE
Education,Alumni by School,University of North Carolina - Greensboro,Alumni who attended University of North Carolina - Greensboro,ALUMNI_UNC_GREENSBORO
Education,Alumni by School,University of North Texas,Alumni who attended University of North Texas,ALUMNI_UNIV_NORTH_TEXAS
Education,Alumni by School,University of Notre Dame,Alumni who attended University of Notre Dame,ALUMNI_UNIV_NOTRE_DAME
Education,Alumni by School,University of Oklahoma,Alumni who attended University of Oklahoma,ALUMNI_UNIV_OKLAHOMA
Education,Alumni by School,University of Oregon,Alumni who attended University of Oregon,ALUMNI_UNIV_OREGON
Education,Alumni by School,University of Phoenix,Alumni who attended University of Phoenix,AUMNI_UNIV_PHOENIX
Education,Alumni by School,University of Pittsburgh,Alumni who attended University of Pittsburgh,ALUMNI_UNIV_PITTSBURGH
Education,Alumni by School,University of Rhode Island,Alumni who attended University of Rhode Island,ALUMNI_UNIV_RHODE_ISLAND
Education,Alumni by School,University of South Carolina,Alumni who attended University of South Carolina,ALUMNI_UNIV_SOUTH_CAROLINA
Education,Alumni by School,University of South Florida,Alumni who attended University of South Florida,ALUMNI_UNIV_SOUTH_FL
Education,Alumni by School,University of Southern California,Alumni who attended University of Southern California,ALUMNI_UNIV_SOUTHERN_CAL
Education,Alumni by School,University of St. Thomas,Alumni who attended University of St. Thomas,ALUMNI_UNIV_STTHOMAS
Education,Alumni by School,University of Tennessee,Alumni who attended University of Tennessee,ALUMNI_UNIV_TENNESSEE
Education,Alumni by School,University of Texas,Alumni who attended University of Texas,ALUMNI_UNIV_TEXAS
Education,Alumni by School,University of Texas - Arlington,Alumni who attended University of Texas - Arlington,ALUMNI_UTEXAS_ARLINGTON
Education,Alumni by School,University of Texas - Dallas,Alumni who attended University of Texas - Dallas,ALUMNI_UTEXAS_DALLAS
Education,Alumni by School,University of Texas - San Antonio,Alumni who attended University of Texas - San Antonio,ALUMNI_UTEXAS_SANANTONIO
Education,Alumni by School,University of Toledo,Alumni who attended University of Toledo,ALUMNI_UNIV_TOLEDO
Education,Alumni by School,University of Utah,Alumni who attended University of Utah,ALUMNI_UNIV_UTAH
Education,Alumni by School,University of Virginia,Alumni who attended University of Virginia,ALUMNI_UNIV_VIRGINIA
Education,Alumni by School,University of Washington,Alumni who attended University of Washington,ALUMNI_UNIV_WASHINGTON
Education,Alumni by School,University of Wisconsin,Alumni who attended University of Wisconsin,ALUMNI_UNIV_WISCONSIN
Education,Alumni by School,University of Wisconsin - Milwaukee,Alumni who attended University of Wisconsin - Milwaukee,ALUMNI_UNIV_WISONSIN_MILWAUKEE
Education,Alumni by School,Utah State University,Alumni who attended Utah State University,ALUMNI_UTAH_STATE_UNIV
Education,Alumni by School,Vanderbilt University,Alumni who attended Vanderbilt University,ALUMNI_VANDERBILT_UNIV
Education,Alumni by School,VCU,Alumni who attended VCU,ALUMNI_VIRGINIA_COMMONWEALTH_UNIV
Education,Alumni by School,Villanova University,Alumni who attended Villanova University,ALUMNI_VILLANOVA_UNIV
Education,Alumni by School,Virginia Tech,Alumni who attended Virginia Tech,ALUMNI_VIRGINIA_POLYTECHNIC_UNIV
Education,Alumni by School,Walden University,Alumni who attended Walden University,ALUMNI_WALDEN_UNIV
Education,Alumni by School,Washington State University,Alumni who attended Washington State University,ALUMNI_WASHINGTON_STATE_UNIV
Education,Alumni by School,Washington University,Alumni who attended Washington University,ALUMNI_WASHINGTON_UNIV
Education,Alumni by School,Wayne State University,Alumni who attended Wayne State University,ALUMNI_WAYNE_STATE
Education,Alumni by School,Weber State University,Alumni who attended Weber State University,ALUMNI_WEBER_STATE_UNIV
Education,Alumni by School,Webster University,Alumni who attended Webster University,ALUMNI_WEBSTER_UNIV
Education,Alumni by School,West Virginia University,Alumni who attended West Virginia University,ALUMNI_WEST_VIRGINIA_UNIV
Education,Alumni by School,Western Governors University,Alumni who attended Western Governors University,ALUMNI_WESTERN_GOVERNORS_UNIV
Education,Alumni by School,Western Washington University,Alumni who attended Western Washington University,ALUMNI_WESTERN_WASHNGTN_UNIV
Education,Alumni by School,Wright State University,Alumni who attended Wright State University,ALUMNI_WRIGHT_STATE_UNIV
Education,Alumni by School,Yale University,Alumni who attended Yale University,ALUMNI_YALE_UNIV
Education,Education by Group,Coaches,Individuals who are likely Coaches,EDUC_COACH
Education,Education by Group,College Graduates,Individuals who have completed College. Source: Surveys.,EDUC_COLLEGE
Education,Education by Group,College Students,Individuals who are likely college students,EDUC_LIKELY_COLLEGE_STUDENT
Education,Education by Group,College Students,Individuals who are College Students,EDUC_STUDENT
Education,Education by Group,College Students - Female,Individuals who are likely Female College Students,EDUC_STUDENT_FEMALE
Education,Education by Group,College Students - Male,Individuals who are likely Male College Students,EDUC_STUDENT_MALE
Education,Education by Group,College Students in Clubs/Organizations,College Students who participate in clubs or organizations,EDUC_STUDENT_CLUBS
Education,Education by Group,Counselors,Individuals who are likely Counselors,EDUC_COUNSELOR
Education,Education by Group,Education Employees,Individuals who likely work in the field of Education,EDUC_EMPLOYEES
Education,Education by Group,Education Issues Voters,Individuals who have an interest in Education Issues,EDUC_INTEREST
Education,Education by Group,Fantasy Sports Fans,Individuals who are interested in Fantasy Sports,EDUC_FANTASY_SPORTS
Education,Education by Group,Fitness/Exercise Students,College Students who are interested in fitness and exercise,EDUC_STUDENT_EXERCISE
Education,Education by Group,Graduate School Graduates,Individuals who have completed Graduate School. Source: Surveys.,EDUC_GRAD_SCHL
Education,Education by Group,High School Graduates,Individuals who have completed High School. Source: Surveys.,EDUC_HS
Education,Education by Group,High School Students,Individuals who are likley High School Students,EDUC_STUDENT_HIGHSCHOOL
Education,Education by Group,Instructors,Individuals who are likley Instructors,EDUC_INSTRUCTOR
Education,Education by Group,Lecturers,Individuals who are likely Lecturers,EDUC_LECTURER
